"trans_id","lang","translation"
"大井〔１〕","ja","大井〔１〕"
"大井〔１〕","ja-Hrkt","オオイ"
"大井回転場","en","Oikaitenba"
"大井回転場","ja","大井回転場"
"大井回転場","ja-Hrkt","オオイカイテンバ"
"大井川","en","Oigawa"
"大井川","ja","大井川"
"大井川","ja-Hrkt","オオイガワ"
"大井手","en","Oide"
"大井手","ja","大井手"
"大井手","ja-Hrkt","オオイデ"
"大供","en","Daiku"
"大供","ja","大供"
"大供","ja-Hrkt","ダイク"
"大供厚生町","en","Daiku Koseicho"
"大供厚生町","ja","大供厚生町"
"大供厚生町","ja-Hrkt","ダイクコウセイチョウ"
"大供新屋敷","en","Daiku Shin-Yashiki"
"大供新屋敷","ja","大供新屋敷"
"大供新屋敷","ja-Hrkt","ダイクシンヤシキ"
"大元一丁目","en","Omoto 1-chome"
"大元一丁目","ja","大元一丁目"
"大元一丁目","ja-Hrkt","オオモトイッチョウメ"
"大元上町","en","Omoto-kamimachi"
"大元上町","ja","大元上町"
"大元上町","ja-Hrkt","オオモトカミマチ"
"大元小学校前","en","Omoto Shogakko-mae"
"大元小学校前","ja","大元小学校前"
"大元小学校前","ja-Hrkt","オオモトショウガッコウマエ"
"大元駅前","en","Omoto-Ekimae"
"大元駅前","ja","大元駅前"
"大元駅前","ja-Hrkt","オオモトエキマエ"
"大元駅法務局入口","en","Omoto Eki Homukyoku Iriguchi"
"大元駅法務局入口","ja","大元駅法務局入口"
"大元駅法務局入口","ja-Hrkt","オオモトエキホウムキョクイリグチ"
"大内","en","Ouchi"
"大内","ja","大内"
"大内","ja-Hrkt","オオウチ"
"大前旅館前","en","Omaeryokan-mae"
"大前旅館前","ja","大前旅館前"
"大前旅館前","ja-Hrkt","オオマエリョカンマエ"
"大原美術館前","en","Ohara Bijutsukan-mae(Ohara Museum of Art)"
"大原美術館前","ja","大原美術館前"
"大原美術館前","ja-Hrkt","オオハラビジュツカンマエ"
"大吉","en","Oyoshi"
"大吉","ja","大吉"
"大吉","ja-Hrkt","オオヨシ"
"大和中学校口","en","Yamato Chugakko-guchi"
"大和中学校口","ja","大和中学校口"
"大和中学校口","ja-Hrkt","ヤマトチュウガッコウクチ"
"大和小学校前","en","Yamato Shogakko-mae"
"大和小学校前","ja","大和小学校前"
"大和小学校前","ja-Hrkt","ヤマトショウガッコウマエ"
"大和町","en","Yamatomachi"
"大和町","ja","大和町"
"大和町","ja-Hrkt","ヤマトマチ"
"大和郵便局前","en","Yamato Yubinkyoku-mae"
"大和郵便局前","ja","大和郵便局前"
"大和郵便局前","ja-Hrkt","ヤマトユウビンキョクマエ"
"大土井","en","Odoi"
"大土井","ja","大土井"
"大土井","ja-Hrkt","オオドイ"
"大土井西","en","Odoi-nishi"
"大土井西","ja","大土井西"
"大土井西","ja-Hrkt","オオドイニシ"
"大坪","en","Otsubo"
"大坪","ja","大坪"
"大坪","ja-Hrkt","オオツボ"
"大学病院","en","Daigaku Byoin (University Hospital insight)"
"大学病院","ja","大学病院"
"大学病院","ja-Hrkt","ダイガクビョウイン"
"大学病院入口","en","Daigaku Byoin-Iriguchi (University Hospital main gate)"
"大学病院入口","ja","大学病院入口"
"大学病院入口","ja-Hrkt","ダイガクビョウインイリグチ"
"大学病院筋","en","Daigaku Byoin-suji（Okayama University Hospital Avenue）"
"大学病院筋","ja","大学病院筋"
"大学病院筋","ja-Hrkt","ダイガクビョウインスジ"
"大安寺南町一丁目","en","Daianji-minamimachi 1-chome"
"大安寺南町一丁目","ja","大安寺南町一丁目"
"大安寺南町一丁目","ja-Hrkt","ダイアンジミナミマチイッチョウメ"
"大安寺南町二丁目","en","Daianji-minamimachi 2-chome"
"大安寺南町二丁目","ja","大安寺南町二丁目"
"大安寺南町二丁目","ja-Hrkt","ダイアンジミナミマチニチョウメ"
"大宮団地入口","en","Omiyadanchi-Iriguchi"
"大宮団地入口","ja","大宮団地入口"
"大宮団地入口","ja-Hrkt","オオミヤダンチイリグチ"
"大富","en","Odomi"
"大富","ja","大富"
"大富","ja-Hrkt","オオドミ"
"大富東","en","Odomi-higashi"
"大富東","ja","大富東"
"大富東","ja-Hrkt","オオドミヒガシ"
"大岩","en","Oiwa"
"大岩","ja","大岩"
"大岩","ja-Hrkt","オオイワ"
"大岩口","en","Oiwa-guchi"
"大岩口","ja","大岩口"
"大岩口","ja-Hrkt","オオイワグチ"
"大庭皿口","en","Obasara-guchi"
"大庭皿口","ja","大庭皿口"
"大庭皿口","ja-Hrkt","オオバサラグチ"
"大建前","en","Daiken-mae"
"大建前","ja","大建前"
"大建前","ja-Hrkt","ダイケンマエ"
"大戸","en","Daito"
"大戸","ja","大戸"
"大戸","ja-Hrkt","ダイト"
"大所","en","Odokoro"
"大所","ja","大所"
"大所","ja-Hrkt","オオドコロ"
"大手町","en","Otemachi"
"大手町","ja","大手町"
"大手町","ja-Hrkt","オオテマチ"
"大月","en","Otsuki"
"大月","ja","大月"
"大月","ja-Hrkt","オオツキ"
"大東","en","Ohigashi"
"大東","ja","大東"
"大東","ja-Hrkt","オオヒガシ"
"大橋（円張線）","en","Ohashi(Enbari-Line)"
"大橋（円張線）","ja","大橋（円張線）"
"大橋（円張線）","ja-Hrkt","オオハシエンバリセン"
"大江","en","Oe"
"大江","ja","大江"
"大江","ja-Hrkt","オオエ"
"大池","en","Oike"
"大池","ja","大池"
"大池","ja-Hrkt","オオイケ"
"大池南","en","Oike-minami"
"大池南","ja","大池南"
"大池南","ja-Hrkt","オオイケミナミ"
"大渡橋","en","Owataribashi"
"大渡橋","ja","大渡橋"
"大渡橋","ja-Hrkt","オオワタリバシ"
"大王寺東","en","Daoji-higashi"
"大王寺東","ja","大王寺東"
"大王寺東","ja-Hrkt","ダオウジヒガシ"
"大王寺西","en","Daoji-nishi"
"大王寺西","ja","大王寺西"
"大王寺西","ja-Hrkt","ダオウジニシ"
"大田","en","Oda"
"大田","ja","大田"
"大田","ja-Hrkt","オオダ"
"大田活性化センター","en","Ooda Kasseika Center"
"大田活性化センター","ja","大田活性化センター"
"大田活性化センター","ja-Hrkt","オオダカッセイカセンター"
"大町橋","en","Omachibashi"
"大町橋","ja","大町橋"
"大町橋","ja-Hrkt","オオマチバシ"
"大畑","en","Ohata"
"大畑","ja","大畑"
"大畑","ja-Hrkt","オオハタ"
"大福","en","Ofuku"
"大福","ja","大福"
"大福","ja-Hrkt","オオフク"
"大福中","en","Ofuku-naka"
"大福中","ja","大福中"
"大福中","ja-Hrkt","オオフクナカ"
"大窪","en","Okubo"
"大窪","ja","大窪"
"大窪","ja-Hrkt","オオクボ"
"大窪下","en","Okubo-shimo"
"大窪下","ja","大窪下"
"大窪下","ja-Hrkt","オオクボシモ"
"大窪西","en","Okubo-nishi"
"大窪西","ja","大窪西"
"大窪西","ja-Hrkt","オオクボニシ"
"大藪","en","Oyabu"
"大藪","ja","大藪"
"大藪","ja-Hrkt","オオヤブ"
"大西","en","Onishi"
"大西","ja","大西"
"大西","ja-Hrkt","オオニシ"
"大角橋","en","Osumibashi"
"大角橋","ja","大角橋"
"大角橋","ja-Hrkt","オオスミバシ"
"大谷","en","Otani"
"大谷","ja","大谷"
"大谷","ja-Hrkt","オオタニ"
"大野","en","Ono"
"大野","ja","大野"
"大野","ja-Hrkt","オオノ"
"大野辻","en","Onotsuji"
"大野辻","ja","大野辻"
"大野辻","ja-Hrkt","オオノツジ"
"大雲寺","en","Daiunji"
"大雲寺","ja","大雲寺"
"大雲寺","ja-Hrkt","ダイウンジ"
"大雲寺前","en","Daiunji-mae"
"大雲寺前","ja","大雲寺前"
"大雲寺前","ja-Hrkt","ダイウンジマエ"
"大高下集会所","en","Okoge Shukaisho"
"大高下集会所","ja","大高下集会所"
"大高下集会所","ja-Hrkt","オコゲシュウカイショ"
"大高小学校前","en","Otaka Shogakko-mae"
"大高小学校前","ja","大高小学校前"
"大高小学校前","ja-Hrkt","オオタカショウガッコウマエ"
"大鹿","en","Ojika"
"大鹿","ja","大鹿"
"大鹿","ja-Hrkt","オオジカ"
"天満","en","Tenma"
"天満","ja","天満"
"天満","ja-Hrkt","テンマ"
"天満上","en","Tenma-kami"
"天満上","ja","天満上"
"天満上","ja-Hrkt","テンマカミ"
"天満屋","en","Tenmaya"
"天満屋","ja","天満屋"
"天満屋","ja-Hrkt","テンマヤ"
"天満屋バスセンター","en","Tenmaya Bus Center"
"天満屋バスセンター","ja","天満屋バスセンター"
"天満屋バスセンター","ja-Hrkt","テンマヤバスセンター"
"天王谷川公園","en","Tennodanigawa Koen"
"天王谷川公園","ja","天王谷川公園"
"天王谷川公園","ja-Hrkt","テンノウダニガワコウエン"
"天理教前（白髭宮入口）","en","Tenrikyo-mae (Shirahige-gu Iriguchi)"
"天理教前（白髭宮入口）","ja","天理教前（白髭宮入口）"
"天理教前（白髭宮入口）","ja-Hrkt","テンリキョウマエシラヒゲグウイリグチ"
"天神橋","en","Tenjinbashi"
"天神橋","ja","天神橋"
"天神橋","ja-Hrkt","テンジンバシ"
"天神町","en","Tenjin-cho"
"天神町","ja","天神町"
"天神町","ja-Hrkt","テンジンチョウ"
"天馬町","en","Tenmacho"
"天馬町","ja","天馬町"
"天馬町","ja-Hrkt","テンマチョウ"
"太井の坂","en","Tainosaka"
"太井の坂","ja","太井の坂"
"太井の坂","ja-Hrkt","タイノサカ"
"太刀洗口","en","Tachiarai-guchi"
"太刀洗口","ja","太刀洗口"
"太刀洗口","ja-Hrkt","タチアライグチ"
"太刀洗東","en","Tachiarai-higashi"
"太刀洗東","ja","太刀洗東"
"太刀洗東","ja-Hrkt","タチアライヒガシ"
"太田","en","Ota"
"太田","ja","太田"
"太田","ja-Hrkt","オオタ"
"奈義役場前","en","Nagi Yakuba-mae"
"奈義役場前","ja","奈義役場前"
"奈義役場前","ja-Hrkt","ナギヤクバマエ"
"奈義町現代美術館前","en","Nagicho Gendai Bijutsukan-mae"
"奈義町現代美術館前","ja","奈義町現代美術館前"
"奈義町現代美術館前","ja-Hrkt","ナギチョウゲンダイビジュツカンマエ"
"奉還町","en","Hokancho"
"奉還町","ja","奉還町"
"奉還町","ja-Hrkt","ホウカンチョウ"
"奥の森","en","Okunomori"
"奥の森","ja","奥の森"
"奥の森","ja-Hrkt","オクノモリ"
"奥河内","en","Okugouchi"
"奥河内","ja","奥河内"
"奥河内","ja-Hrkt","オクゴウチ"
"奥津中学校前","en","Okutsu Chugakko-mae"
"奥津中学校前","ja","奥津中学校前"
"奥津中学校前","ja-Hrkt","オクツチュウガッコウ"
"奥津公民館前","en","Okutsu Kominkan-mae"
"奥津公民館前","ja","奥津公民館前"
"奥津公民館前","ja-Hrkt","オクツコウミンカンマエ"
"奥津局前","en","Okutsukyoku-mae"
"奥津局前","ja","奥津局前"
"奥津局前","ja-Hrkt","オクツキョクマエ"
"奥津振興センター前","en","Okutsu Shinko Center-mae"
"奥津振興センター前","ja","奥津振興センター前"
"奥津振興センター前","ja-Hrkt","オクツシンコウセンターマエ"
"奥津温泉","en","Okutsu Onsen"
"奥津温泉","ja","奥津温泉"
"奥津温泉","ja-Hrkt","オクツオンセン"
"奥浦","en","Okura"
"奥浦","ja","奥浦"
"奥浦","ja-Hrkt","オクラ"
"奥浦下","en","Okura-shimo"
"奥浦下","ja","奥浦下"
"奥浦下","ja-Hrkt","オクラシモ"
"奥玉","en","Okutama"
"奥玉","ja","奥玉"
"奥玉","ja-Hrkt","オクタマ"
"奥の谷","en","Okunotani"
"奥の谷","ja","奥の谷"
"奥の谷","ja-Hrkt","オクノタニ"
"奥の谷中","en","Okunotani-naka"
"奥の谷中","ja","奥の谷中"
"奥の谷中","ja-Hrkt","オクノタニナカ"
"奥谷入口","en","Okutani Iriguchi"
"奥谷入口","ja","奥谷入口"
"奥谷入口","ja-Hrkt","オクタニイリグチ"
"女原","en","Onabara"
"女原","ja","女原"
"女原","ja-Hrkt","オナバラ"
"妙仙寺前","en","Myosenji-mae"
"妙仙寺前","ja","妙仙寺前"
"妙仙寺前","ja-Hrkt","ミョウセンジマエ"
"妙原","en","Myobara"
"妙原","ja","妙原"
"妙原","ja-Hrkt","ミョウバラ"
"妙善寺","en","Myozenji"
"妙善寺","ja","妙善寺"
"妙善寺","ja-Hrkt","ミョウゼンジ"
"妙本寺前","en","Myohonji-mae"
"妙本寺前","ja","妙本寺前"
"妙本寺前","ja-Hrkt","ミョウホンジマエ"
"子父雁入口","en","Kobukari Iriguchi"
"子父雁入口","ja","子父雁入口"
"子父雁入口","ja-Hrkt","コブカリイリグチ"
"学南町","en","Gakunancho"
"学南町","ja","学南町"
"学南町","ja-Hrkt","ガクナンチョウ"
"学園口","en","Gakuen-guchi"
"学園口","ja","学園口"
"学園口","ja-Hrkt","ガクエングチ"
"宇垣交差点","en","Ugaki Kosaten"
"宇垣交差点","ja","宇垣交差点"
"宇垣交差点","ja-Hrkt","ウガキコウサテン"
"宇垣原","en","Ugakihara"
"宇垣原","ja","宇垣原"
"宇垣原","ja-Hrkt","ウガキハラ"
"ＪＡみつ宇垣支店前","en","JA Mitsuugaki"
"ＪＡみつ宇垣支店前","ja","ＪＡみつ宇垣支店前"
"ＪＡみつ宇垣支店前","ja-Hrkt","ジェイエイミツウガキシテンマエ"
"宇才谷","en","Usaidani"
"宇才谷","ja","宇才谷"
"宇才谷","ja-Hrkt","ウサイダニ"
"宇甘渓","en","Ukankei"
"宇甘渓","ja","宇甘渓"
"宇甘渓","ja-Hrkt","ウカンケイ"
"宇藤木橋","en","Utogibashi"
"宇藤木橋","ja","宇藤木橋"
"宇藤木橋","ja-Hrkt","ウトウギバシ"
"宇野三丁目","en","Uno 3-chome"
"宇野三丁目","ja","宇野三丁目"
"宇野三丁目","ja-Hrkt","ウノサンチョウメ"
"宇野団地入口","en","Uno-Danchi Iriguchi"
"宇野団地入口","ja","宇野団地入口"
"宇野団地入口","ja-Hrkt","ウノダンチイリグチ"
"宇野港（直島）","en","Uno Port"
"宇野港（直島）","ja","宇野港（直島）"
"宇野港（直島）","ja-Hrkt","ウノコウナオシマ"
"宇野駅","en","Uno Sta."
"宇野駅","ja","宇野駅"
"宇野駅","ja-Hrkt","ウノエキ"
"安井","en","Yasui"
"安井","ja","安井"
"安井","ja-Hrkt","ヤスイ"
"安井二","en","Yasuini"
"安井二","ja","安井二"
"安井二","ja-Hrkt","ヤスイニ"
"宗忠神社","en","Munetada Jinja"
"宗忠神社","ja","宗忠神社"
"宗忠神社","ja-Hrkt","ムネタダジンジャ"
"定久","en","Sadahisa"
"定久","ja","定久"
"定久","ja-Hrkt","サダヒサ"
"宝伝港","en","Hoden Port"
"宝伝港","ja","宝伝港"
"宝伝港","ja-Hrkt","ホウデンコウ"
"宝光寺下","en","Hokoji-shita"
"宝光寺下","ja","宝光寺下"
"宝光寺下","ja-Hrkt","ホウコウジシタ"
"宝塚インター","en","Takarazuka Inter"
"宝塚インター","ja","宝塚インター"
"宝塚インター","ja-Hrkt","タカラヅカインター"
"宝島寺","en","Hotoji（Hotoji Temple）"
"宝島寺","ja","宝島寺"
"宝島寺","ja-Hrkt","ホウトウジ"
"宮前","en","Miyamae"
"宮前","ja","宮前"
"宮前","ja-Hrkt","ミヤマエ"
"宮の前","en","Miyano-mae"
"宮の前","ja","宮の前"
"宮の前","ja-Hrkt","ミヤノマエ"
"宮前車庫","en","Miyamae Shako"
"宮前車庫","ja","宮前車庫"
"宮前車庫","ja-Hrkt","ミヤマエシャコ"
"宮地","en","Miyaji"
"宮地","ja","宮地"
"宮地","ja-Hrkt","ミヤジ"
"宮坂","en","Miyasako"
"宮坂","ja","宮坂"
"宮坂","ja-Hrkt","ミヤサコ"
"宮尾","en","Miyao"
"宮尾","ja","宮尾"
"宮尾","ja-Hrkt","ミヤオ"
"宮東","en","Miya-higashi"
"宮東","ja","宮東"
"宮東","ja-Hrkt","ミヤヒガシ"
"お宮橋","en","Omiyabashi"
"お宮橋","ja","お宮橋"
"お宮橋","ja-Hrkt","オミヤバシ"
"宮浦","en","Miyaura"
"宮浦","ja","宮浦"
"宮浦","ja-Hrkt","ミヤウラ"
"宮浦東","en","Miyaura-higashi"
"宮浦東","ja","宮浦東"
"宮浦東","ja-Hrkt","ミヤウラヒガシ"
"宮田","en","Miyata"
"宮田","ja","宮田"
"宮田","ja-Hrkt","ミヤタ"
"宮納","en","Miyanou"
"宮納","ja","宮納"
"宮納","ja-Hrkt","ミヤノウ"
"宮道","en","Miyamichi"
"宮道","ja","宮道"
"宮道","ja-Hrkt","ミヤミチ"
"宮道東","en","Miyamichi-higashi"
"宮道東","ja","宮道東"
"宮道東","ja-Hrkt","ミヤミチヒガシ"
"宮部口","en","Miyabe-guchi"
"宮部口","ja","宮部口"
"宮部口","ja-Hrkt","ミヤベグチ"
"家下","en","Ege"
"家下","ja","家下"
"家下","ja-Hrkt","エゲ"
"宿","en","Shuku"
"宿","ja","宿"
"宿","ja-Hrkt","シュク"
"宿口","en","Shuku-guchi"
"宿口","ja","宿口"
"宿口","ja-Hrkt","シュクグチ"
"宿毛","en","Shukumo"
"宿毛","ja","宿毛"
"宿毛","ja-Hrkt","シュクモ"
"宿毛東","en","Shukumo-higashi"
"宿毛東","ja","宿毛東"
"宿毛東","ja-Hrkt","シュクモヒガシ"
"富吉本村","en","Tomiyoshihonmura"
"富吉本村","ja","富吉本村"
"富吉本村","ja-Hrkt","トミヨシホンムラ"
"富吉本村西","en","Tomiyoshihonmura-nishi"
"富吉本村西","ja","富吉本村西"
"富吉本村西","ja-Hrkt","トミヨシホンムラニシ"
"富尾","en","Tominoo"
"富尾","ja","富尾"
"富尾","ja-Hrkt","トミノオ"
"富尾下","en","Tominoo-shimo"
"富尾下","ja","富尾下"
"富尾下","ja-Hrkt","トミノオシモ"
"富山根","en","Tomiyamane"
"富山根","ja","富山根"
"富山根","ja-Hrkt","トミヤマネ"
"富山根上","en","Tomiyamane-kami"
"富山根上","ja","富山根上"
"富山根上","ja-Hrkt","トミヤマネカミ"
"富掛田","en","Tomikakeda"
"富掛田","ja","富掛田"
"富掛田","ja-Hrkt","トミカケダ"
"富田","en","Tomita"
"富田","ja","富田"
"富田","ja-Hrkt","トミタ"
"富谷","en","Tomitani"
"富谷","ja","富谷"
"富谷","ja-Hrkt","トミタニ"
"寺下集会所","en","Terashita Shukaisho"
"寺下集会所","ja","寺下集会所"
"寺下集会所","ja-Hrkt","テラシタシュウカイショ"
"寺元","en","Teramoto"
"寺元","ja","寺元"
"寺元","ja-Hrkt","テラモト"
"寺前","en","Teramae"
"寺前","ja","寺前"
"寺前","ja-Hrkt","テラマエ"
"寺部橋","en","Terabebashi"
"寺部橋","ja","寺部橋"
"寺部橋","ja-Hrkt","テラベバシ"
"寺部橋上","en","Terabehashi-kami"
"寺部橋上","ja","寺部橋上"
"寺部橋上","ja-Hrkt","テラベハシカミ"
"寺部橋奥","en","Terabehashi-oku"
"寺部橋奥","ja","寺部橋奥"
"寺部橋奥","ja-Hrkt","テラベハシオク"
"寺部橋西","en","Terabehashi-nishi"
"寺部橋西","ja","寺部橋西"
